"±¸ºÐ","Ç×¸ñ","´ÜÀ§","2017.01 ¿ù","2017.02 ¿ù","2017.03 ¿ù","2017.04 ¿ù","2017.05 ¿ù","2017.06 ¿ù","2017.07 ¿ù","2017.08 ¿ù","2017.09 ¿ù","2017.10 ¿ù","2017.11 ¿ù","2017.12 ¿ù","2018.01 ¿ù","2018.02 ¿ù","2018.03 ¿ù","2018.04 ¿ù","2018.05 ¿ù","2018.06 ¿ù","2018.07 ¿ù","2018.08 ¿ù","2018.09 ¿ù","2018.10 ¿ù","2018.11 ¿ù","2018.12 ¿ù","2019.01 ¿ù","2019.02 ¿ù","2019.03 ¿ù","2019.04 ¿ù","2019.05 ¿ù","2019.06 ¿ù","2019.07 ¿ù","2019.08 ¿ù","2019.09 ¿ù","2019.10 ¿ù","2019.11 ¿ù","2019.12 ¿ù","2020.01 ¿ù","2020.02 ¿ù","2020.03 ¿ù","2020.04 ¿ù","2020.05 ¿ù","2020.06 ¿ù","2020.07 ¿ù","2020.08 ¿ù","2020.09 ¿ù","2020.10 ¿ù","2020.11 ¿ù","2020.12 ¿ù","2021.01 ¿ù","2021.02 ¿ù","2021.03 ¿ù","2021.04 ¿ù","2021.05 ¿ù","2021.06 ¿ù","2021.07 ¿ù","2021.08 ¿ù","2021.09 ¿ù","2021.10 ¿ù",
"¿ë»ê±¸","¿ùÆò±Õ","","46","40","52","47","50","43","36","20","28","24","35","48","48","47","59*","48","36","32","23","19","14","21","42","35","54","49","59","31","41","20","21","23","17","23","32","37","42","39","46","45","35","37","21","24","20","34","45","48","43","44","60","39","59","31","23","21","14","23*",
"¼Û´Ü¸®","¿ùÆò±Õ","","32","28","81","42","42","27","22","20","27","19*","","","35**","38","33","45","26","26","12","11","8","8","26","27","39","45","42","23","31","24","16","19","16","22","29","20","27","25","28","33","30","28","17","20","15*","21","24","24","28","27","36","29","39","27","15","13","12","16",
"¿©¼öÇ×","¿ùÆò±Õ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","24*","32","36","36","","","","","","","","","","",
"Æò¸®µ¿","¿ùÆò±Õ","","67","56","62","59","63","48","40","25","42","42","70","68","67","68","55","61","46","44","32","26","28","40","63","53","53","54","56","41","50","36","30","31","27","35","51","47","43","44","43","42","40","36","23","27**","0","0","48","48","46","47","59","43","41","32","18","25","23","33",
"±¤Áø±¸","¿ùÆò±Õ","","53","46","58","52","55","34","33","20","26","25","45","51","53","53","45","54","44","39","24","23","20","29","52","40","65","55","69","43","57","32*","27","28","24","34","40","37","40","41","46","45","36","35","19","23","18","30","38","38","35","45","63","41","60","31","23","22","15","26",
"±¤¾çÇ×","¿ùÆò±Õ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","26*","36","40","41","","","","","","","","","","",
"ÀÌ°îµ¿","¿ùÆò±Õ","","50","44","58","60","64","48","36","26","40","36","58","51","50","54","50","65","47","43","37","27","27","35","65","54","54","60","60","46","54","42","35**","","35**","29","41","40","37","37","36","36","36","34","21","24","25","32","40","38","42","42","57","41","41","37","24","25","22","30",
"¸ñÆ÷Ç×","¿ùÆò±Õ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","33*","46","44","45","","","","","","","","","","",
"½ÃµµÆò±Õ","¿ùÆò±Õ","","59","50","60","60","64","48","38","25","41","39","64","59","59","61","53","63","46","44","34","26","28","38","64","53","53","57","58","44","52","39","32*","31**","28*","32","46","44","40","40","39","39","38","35","22","25*","25**","32**","44","43","44","44","58","42","41","34","21","25","22","32",
"¼ºµ¿±¸","¿ùÆò±Õ","","54","47","65","62","74","44","30","22","36","30","43","52","53","57","56","61","45","41","24","24","21","29","50","45","75","66","80","46","55","34","31","25","22","29","38","38","40","40","42","40","33","36","20","23","19","31","38","38","34","45","68","39","59","31","23","21","15","28",
"ÁöÇ°¸é","¿ùÆò±Õ","","40","37","57","44","49","32","28","21","28","24","39","36","41","42","35","54","37","31","26","22","22","23","40","32","47","46","49","40","47*","33","29","30","24","","","","25","27","28","33","28","28","","","","","","","","","","","","","","","","",
"¼®¹ÙÀ§","¿ùÆò±Õ","","50","47","65","57","64","41","39","24*","42","30**","46**","54","54","54","59","67","50","37","22","22","24","38","62","44","44","54","72","53","60","34**","","34","29","37","44","42","46","40","45","39","34","35","22","25","18","29","34","34","31","41","73","45","70","43","32","23","16","28",
"°­±¸¸é","¿ùÆò±Õ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","25","29","29","30","34","53","38","40","22","15","20","15","18",
"ºÎÆò¿ª","¿ùÆò±Õ","","63","54","75","69","81","56","44*","43","55","48","53","54","62","63","71","62","47","43**","","42*","49","53","79","64","64","79","91","69","89","49","49","42","48","56","51","45","58","52","57","60","52","46","37","30","35","50","52","49","46","59","85","55","67","43","35*","","38**","40",
"µµºÀ±¸","¿ùÆò±Õ","","55","46","60","56","65","40","30","21","32","28","39","51","54","58","57","57","40","37","26","24","21","27","53","40","62","52","65","38","53","29","23","20","17","25","32","38","38","38","41","42","34","37","23","19","13","27","36","38","33","41","61","41","59","32","23","22","16","27",
"È­ºÏ¸é","¿ùÆò±Õ","","38","35","45","41","46","30","28","21","28","25","43","39","43","44","33","53","40","31","23","19","19","22","42","34","52","49","48","35","42","30","25","27","19","18*","26*","29","29","31","35","35","34","35","22","27","22","26","33*","32*","35","39","58","42","44","31","21","25*","","14**",
"¼ÛÇö","¿ùÆò±Õ","","50","41","50","54","69","45","36*","35**","45","38","41","50","55","53","55","51","41","33","32**","28","29","38","73","50","50","54","64","41","48","31","34","35","31","37","43","41","43","37","40","35","30","33","24","26","23","33","38","38","35","42","63","39","53","36","30","26","19","31",
"¾È°è¸é","¿ùÆò±Õ","","54","46","47","52","59","37","32","24","30","26**","","","44*","42","33","46","34","22","11","13","15","22","42","36","51","48","49","31","36","23","18","18","16","19","35","37","35","34","35","35","32","29","14","18","17","26","34","35","36","38","50","34","42","26","13","17","13","20",
"¼­ÇØ","¿ùÆò±Õ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","56*","53","45","42","28","26","28","42","51","48","47","60","90","58","71","42","32","29","25","39",
"¼­´ë¹®±¸","¿ùÆò±Õ","","57","48","65","62","69","47","35","20","32","27","40","48*","64*","57","51","54","47","39","22","21","21","27*","51*","43","66","55","69","44","59","30","24","23","20","28","34","40","41","40","50","50","40","34","15","14","14","30","37","35","32","42","66","38","60","28","17","20","11","24",
"Æ÷Ç×Ç×","¿ùÆò±Õ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","45","49","53","64","68","","","","","","","","","","",
"³²µ¿","¿ùÆò±Õ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","51*","50","41","39","25","27","23","43","51","48","44","54","84","50","65","39","30","24","15","32",
"´ë»ê¸é","¿ùÆò±Õ","","53","32","65","47*","71","60","37","29","36","32","52","41","42","51","38","65","40","38","31","21","22","29","51","42","46","","","","43","32","21","24","20","29","40","39","35","38","38","38","40","36","23","28","25","34","34","35","39","41","59","43","40","34","17","28","23","34",
"ÁßºÀ","¿ùÆò±Õ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","47","55","83","51","70","52","44","41","25","39",
"±¸·Î±¸","¿ùÆò±Õ","","55","47","63","57","66","42","31","22","35","30","40","55","59","58*","61","59","45","40","21","21","22","33","59","43","67","56","72","46","61","31","19","22","19","27","42","40","41","40","53","51","43","35","17","18","19","36","45","44","39","51","75","47","64","32","19","19","15","29",
"ºÎ»êÇ×","¿ùÆò±Õ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","37","30","36","39","35","","","","","","","","","","",
"½ÃµµÆò±Õ","¿ùÆò±Õ","","55","48","63","60","71","48","40*","35*","48","41","47","53","57","57","61","60","46","37*","23**","29","34","43","71","53","53","62","76","55","65","40*","42*","37","36","43","46","43","49","43","49","48","40","39","28","27","25","39","45","43","42","52","80","50","66","43","34","29","20","34",
"¸¶»êÇ×","¿ùÆò±Õ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","27","27","36","39","38","","","","","","","","","","",
"Ä¡Æòµ¿","¿ùÆò±Õ","","50","45","61","66","66","41","26","23","33","38","56","47","50","55","52","50","44","47","33","30","30","42","72","49","49","69","75","52","52","50","36","36","34","40*","","29**","43","39","39","41","34","35","17","23","22","35","38","37","41","49","78","47","57","33","21","19","17","29",
"¼­ÃÊ±¸","¿ùÆò±Õ","","56","49","65","64","70","43","30","21","34","29","46","58","58","54","62","64","43","39","21","21","22","31","56","41","63","54","74","49","62","32","24","23","19","29","47","47","47","48","51","48","42","42","22","21","20","36","45","43","40","52","75","50","69","37","24","19","12","24",
"Àú±¸¸®","¿ùÆò±Õ","","37","44","59","66","56","39","28","26","42","34","50","31**","46**","50","44","55","32","36","32*","31","36*","37","45","37*","35","35","39","28","36","25","","","13**","","","19**","22","27","37","29","24","20","14","23*","0","23","22","23","30","27","57","32","38","16*","17*","26","27","33",
"¿î¾Ïµ¿","¿ùÆò±Õ","","49","45","62","62","64","43","29","24","34","34","55","47","47","53","51","60","40","40","20","19","27","41","70","54","54","72","72","50","57","42","28","29","28","38","50","45","50","45","47","48","36","34","18","25","24","36","39","39","40","49","77","49","59","34","17","19","17","32",
"³²»ó¸é","¿ùÆò±Õ","","47","39","57","44","44","32","27","16","19","19","30","28","26","32","31","48","34","36","21","16","16","24","48","44","51","51","56","37","38","25","14*","","22**","28","33","38","36","34","37","39","41","34","17","23","21","30","33","32","33","35","55","35","38","27*","16","16","13","20",
"½ÃµµÆò±Õ","¿ùÆò±Õ","","50","45","61","64","65","42","27","24","33","36","55","47","48","54","51","55","42","43","27","24","29","41","71","51","51","71","73","51","54","46","32","33","31","39","50**","43*","46","42","43","45","35","34","17","24","23","35","38","38","41","49","77","48","58","33","19","19","17","30",
"°­¼­±¸","¿ùÆò±Õ","","56","49","65","60","71","44","36","25","41","36","40","35**","52","52","52","48","39","34","23","20","18","27","55","48","76","65","79","42","53","27","28","27","24","36","48","52","53","46","49","45","36","36","21","23","19","36","47","45","41","53","73","42","64","33","24","21","14","29",
"´ëÈïµ¿1","¿ùÆò±Õ","","55","52","59","68","68","42","26","27","45","45","68","58","63","62","56","56","49","42","23","24","27","40","78","73","73","77","79","51","51","33","23","27","20","25","49","50","52","47","43","42","28","31","14","18","22*","36","43","46","47","51","69","43","54","32","14","15","17","32",
"¿ùÆòµ¿","¿ùÆò±Õ","","42","46","53","59","65","42","32","25","34","30","41","46","52","54","51","64","53","48","35","28","21","28","61","50","50","62","67","39","48","36","28","25","22","31","43","40","42","40","41","43","34","36","18","23","24","39","44","45","46","49","69","46","56","30","17","18","16","28",
"¼ÛÆÄ±¸","¿ùÆò±Õ","","54","47","63","62","72","45","28","20","31","27","42","50","57","58","52","58","44","37","24","22","19","29","65**","49","69","56","67","43","54","31","23","21","19","29","36","36","41","40","43","43","33","38","21","24","20","33","39","38","33","44","63","41","60","33","25","23","16","29",
"½ÃµµÆò±Õ","¿ùÆò±Õ","","48","49","56","64","66","42","29","26","40","38","55","52","57","58","53","60","51","45","29","26","24","34","70","61","61","69","73","45","50","34","26","26","21","28","46","45","47","44","42","42","31","33","16","21","23","37","43","45","47","50","69","44","55","31","16","17","17","30",
"½ÅÁ¤·Î","¿ùÆò±Õ","","42","38","48","46","49","36","31","24","31","30","46","44","46","49","37","59","39","32","31","20","24","28","44","36","36","46","45","36","39","28","25","28","27","27","32","33","32","33","33","36","33","30","20","22","24","30","32","33","38","38","55","39","33","28","18","18","16","24",
"¾çÃµ±¸","¿ùÆò±Õ","","52","44","59","50","53","41","34","21","32","36","51","50","47","49","49","44","38","34","25","23","19","26","50","45","73","64","80","44","56","30","32","31","27","39","49","49","50","46","49","45","36","38","22","25","22","35","48","47","41","53","73","44","61","34","26","23","16","30",
"ºÏºÎ¼øÈ¯µµ·Î","¿ùÆò±Õ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","31**","29","30","50","36","33","26","13","15","10","14",
"½ÃµµÆò±Õ","¿ùÆò±Õ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","33*","33","34","52","37","33","27","15","16","13","19",
"³ë¿ø±¸","¿ùÆò±Õ","","51","42","53","50","57","38","35","23","30","33","45","52","52","54","52","50","39","33","26","23","21","28","49","45","68","58","67","37","48","26","27","26","21","28","35","38","38","36","43","46","33","35","20","21","19","33","41","45","41","49","62","39","57","30","23","21","15","27",
"°æ¼ö´ë·Î(µ¿¼ö¿ø)","¿ùÆò±Õ","","61","57","77","68","72","50","","29","42","36","53","56","58","66","68","67","55","48","32","29","26","41","70","55","55","74","89","55","66","38","41","36","29","40","53","57","55","52","58","53","45","48","29","26","25","41","50","44","40","57","81","54","75","47","30","26","17","32",
"±¤º¹µ¿","¿ùÆò±Õ","","46","41","50","54","56","38","30","27","37","31","47","43","44","50","42","64","47","40","35","28","27","36","52","42","51","53","55","41","51","34","28","32","27","26","34","30","29","31","30","35","30","23","16","39","28","35","34","34","37","36","61","38","40","29*","","18**","","",
"¼º³²´ë·Î(¸ð¶õ¿ª)","¿ùÆò±Õ","","63","58","72","64","68","43","","","","","52","","62*","66","65","66","52","43","31","29","26","38","64","53","53","65","73","45","55","34","34","35","30","39","50","52","52","50","50","49","41","47","28","28","25","40","48","46","43","53","71","48","67","38","27","25","18","31",
"´ë¿¬µ¿","¿ùÆò±Õ","","47","42","53","55","62","44","41","33","38","26","43","39","39","46","36","58","41","38","33","24","24","28","41","35","43","42","45","36","47","31","27","31","24","26","33","31","30","31","32","38","31","26","21","35","26","31","33","33","37","37","61","38","39","26","18","20","17","22",
"´ë¿ÕÆÇ±³·Î(¹éÇöµ¿)","¿ùÆò±Õ","","53","46","58","58","61","44","44","32","41","35","48","47","49","51","53","53","44","39","32","30","26","32","54","44","44","55","63","41","48","30","31","31","25","33","42","44","46","42","44","45","36","40","25","26","23","35","42","41","38","47","63","42","59","35","24","","","",
"ÇÐÀåµ¿","¿ùÆò±Õ","","58","55","58","59","66","49","43","29","41","34","61","58","60","65","50","65","45","41","40","29","28","38","56","56","62","56","61","45","52","34","30","32","25","30","42","49","43","43","41","44","36","30","21","33","28","37","41","46","47","46","67","43","42","31","23","24","21","30",
"Áß¾Ó´ë·Î(°íÀÜµ¿)","¿ùÆò±Õ","","63","51","58","53","57","36","30","22","34","32","41","39","41*","51","51","55","49","39","29","28","24","34","61","48","48","62","65","40","50","28","29","29","24","33","39","29**","39**","43","46","42","33","34","21","22","20","31","35","35","34","42","62","39","55","32","27","23","16","26",
"´öÆ÷µ¿","¿ùÆò±Õ","","","","","","","","","","","","","","","","","","","","","24","26","35","53","45","52","48","51","41","51","33","25","28","23","26","36","40","36","36","34","37","34","30","20","30","25","33","35","40","40","40","62","37","38","28","18","20","17","23",
"¹é¸¶·Î(¸¶µÎ¿ª)","¿ùÆò±Õ","","58","53","64","63","70","55","48","41","54","50","62","60","57","59","","","64**","60","41","40","38","48","78","59","59","61","79","53","72","41","32","35","30","42","51","49","49","41","53","50","41","40","27","27","25","44","52","49","45","56","80","51","68","42","32","28","21","39",
"´öÃµµ¿","¿ùÆò±Õ","","36","31","40","42","48","37","41","27","32","25","40","39","39","44","39","57","39","41","48**","34","27","34","53","47","53","51","54","48","36*","29","28","30","24","28","37","40","36","38","36","39","35","30","20","31","25","32","35","38","41","41","62","39","38","30","20","22","18","24",
"¼­ÇØ¾È·Î","¿ùÆò±Õ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","62","92","52","68","39","31","27","21","34",
"È­¸íµ¿","¿ùÆò±Õ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","29","32","28","24","16","26","20","26","27","31","33","33","54","33","32","24","16","18","16","21",
"°è³²°ø¿ø","¿ùÆò±Õ","","65","61","87","86","94","64","56","38","61","48","60","60","60","63","70","70","62*","52","31","31","30","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Àå¸²µ¿","¿ùÆò±Õ","","60","56","57","55","60","40","35","26","42","38","66","63","61","62","46","66","47","44","38","30","28","41","60","54","62","55","54","42","55","36","30","33","28","34","46","47","40","42","38","42","35","31","22","35","28","36","41","44","44","40","63","44","41","30","22","22","21","29",
"¼Û³»´ë·Î(Áßµ¿)","¿ùÆò±Õ","","","","","","","","","","","","","","","","","","","","","","","41","70","50","50","73","94","62","71","43","42","34","28","35","39","38","41","41","47","51","46","45","25","20","25","43","51","45","40","53","82","52","72","50","30","25","19","31",
"´ç¸®µ¿","¿ùÆò±Õ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","20","22","16","19","27","30","28","28","27","30","27","24","15","25","19","26","28","31","34","34","58","34","36","25","17","20","17","23",
"°æÃá·Î","¿ùÆò±Õ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","51","54","30","27","27","50","61","58","47","57","80","59","70","43","30","29","23","41",
"ÀüÆ÷µ¿","¿ùÆò±Õ","","43","41","52","58","58","41","43","27","39","29","48","47","50","58","53","66","43","37","45","29","21","28","48","42","51","51","67","49","51","29","27","30","23","26","38","40","36","39","35","39","32","27","20","34","23","31","34","37","41","41","67","39","39","24","16","18","15","26",
"ÁßºÎ´ë·Î(±¸°¥µ¿)","¿ùÆò±Õ","","62","59","76","66","73","51","42","31","45","43","57","52","54","55","61","61","51","43","33","29","25","36","64","51","51","64","75","48","59","35","34","33","27","35","47","52","52","48","49","47","38","43","24","26","23","36","44","44","39","48","70","47","66","38","25","25","18","30",
"°³±Ýµ¿","¿ùÆò±Õ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","21","26","22","27","36","41","36","36","33","35","32","26","16","27","22","32","35","38","40","39","63","38","38","27","17","19","17","26",
"ÇÑ°­·Î","¿ùÆò±Õ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","24","25","26","49","58","52","45","56","86","53","68","43","31","29","22","40",
"¿¬»êµ¿","¿ùÆò±Õ","","51","47","59","55","50","45","42","24*","45","38","60","58","52**","","62**","72","43","36","30","23","24","30","45","39","44","46","48","40","48","33","28","29","25","28","35","37","32","37","37*","38","33","27","19","31","23","30","32","33","35","36","62","38","35","26*","","","","",
"±Ý¾Ï·Î(½ÅÀåµ¿)","¿ùÆò±Õ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","30","30","32","28","33","42","45","47","43","44","41","33","36","19","22","20","31","36","42","43","56","71","47","64","37","26","27","17","32",
"ÅÂÁ¾´ë","¿ùÆò±Õ","","37","35","47","53","55","34","28","29","43","31","49","36","36","45","38","55","39","40","39","28","27","31","42","34","48","54","62","45","37**","27","21","27","21","23","31","26","26","29","27","33","26","22","15","28","21","27","27","27","31","34","57","33","35","24","18","18","15","20",
"¿ÂÀÇµ¿","¿ùÆò±Õ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","35","40","21","20","22","36","48","52","45","55","68","49","57","29","21","24","17","27",
"Ã»ÇÐµ¿","¿ùÆò±Õ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","26","30","26","21","13","24","20","25","25","25","30","30","55","31","33","23","16","15","14","19",
"º¹´ëµ¿","¿ùÆò±Õ","","64","58","72","69","71","53","37","37","51","47","60","55","64","56","58","63","53","49","19**","","30","51","91","74","74","91","79","50","55","42","30","28","25","35","50","50","50","48","48","47","35","37","18","26","28","41","45","46","45","51","72","45","62","38","20","23","17","35",
"Ã»·æµ¿","¿ùÆò±Õ","","48","43","53","55","58","42","38","32","42","35","52","48","47","57","46","69","47","48","44","35","34","30","38","35","47","51","50","38","43","32","26","29","24","25","31","30","29","31","32","36","34","27","18","35*","16*","23","24","26","29","29","52","32","30","23","14","16","13","18",
